CRASH DATE TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,COLLISION_ID,VEHICLE TYPE CODE 1,CONTRIBUTING CATEGORY V1,SEASON,TIME OF DAY,IS RUSH HOUR
2023-01-17 02:03:00,BROOKLYN,11234,40.62553,-73.932434,1,0,Traffic Control Disregarded,4599273,Sedan,Moving Violation,Winter,Late Night,False
2023-01-17 09:15:00,BROOKLYN,11211,40.708534,-73.96258,1,0,Driver Inattention/Distraction,4598431,Sedan,Driver Inattention,Winter,Morning,False
2023-01-17 10:48:00,BROOKLYN,11236,40.64639,-73.90371,0,0,Traffic Control Disregarded,4598519,Sedan,Moving Violation,Winter,Morning,False
2023-01-17 12:00:00,QUEENS,11385,40.700592,-73.85457,0,0,Passing or Lane Usage Improper,4598446,Box Truck,Moving Violation,Winter,Afternoon,False
2023-01-17 13:35:00,QUEENS,11101,40.745865,-73.926704,1,0,Traffic Control Disregarded,4598582,Sedan,Moving Violation,Winter,Afternoon,False
2023-01-17 14:30:00,QUEENS,11373,40.738323,-73.8856,0,0,Driver Inexperience,4598609,Flat Bed,Driver Inattention,Winter,Afternoon,False
2023-01-17 14:30:00,BROOKLYN,11234,40.62637,-73.914505,1,0,Driver Inattention/Distraction,4600120,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Afternoon,False
2023-01-17 14:40:00,QUEENS,11368,40.738373,-73.86008,0,0,Following Too Closely,4598598,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Afternoon,False
2023-01-17 15:30:00,BROOKLYN,11207,40.655495,-73.88833,0,0,Driver Inattention/Distraction,4599982,Bus,Driver Inattention,Winter,Afternoon,False
2023-01-17 18:21:00,QUEENS,11385,40.712986,-73.907715,0,0,Driver Inattention/Distraction,4599129,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-17 20:29:00,QUEENS,11368,40.7366,-73.856674,1,0,Unsafe Speed,4598745,Sedan,Moving Violation,Winter,Night,False
2023-01-18 02:44:00,BROOKLYN,11211,40.714382,-73.93345,1,0,Backing Unsafely,4598925,Sedan,Moving Violation,Winter,Late Night,False
2023-01-18 06:38:00,QUEENS,11101,40.74854,-73.94964,1,0,Driver Inattention/Distraction,4598727,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Early Morning,True
2023-01-18 09:35:00,BROOKLYN,11234,40.61593,-73.91312,0,0,Passing Too Closely,4600143,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Morning,False
2023-01-18 10:28:00,QUEENS,11385,40.70665,-73.91328,0,0,Backing Unsafely,4598975,Ambulance,Moving Violation,Winter,Morning,False
2023-01-18 13:00:00,QUEENS,11101,40.737675,-73.93618,0,0,Driver Inattention/Distraction,4599555,Sedan,Driver Inattention,Winter,Afternoon,False
2023-01-18 16:31:00,BROOKLYN,11234,40.63699,-73.92015,1,0,Driver Inattention/Distraction,4599252,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-18 17:55:00,BROOKLYN,11234,40.60897,-73.92159,0,0,Driver Inattention/Distraction,4600138,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-18 20:10:00,BROOKLYN,11207,40.654846,-73.88569,1,0,Failure to Yield Right-of-Way,4599964,Sedan,Moving Violation,Winter,Night,False
2023-01-18 20:32:00,BROOKLYN,11234,40.629143,-73.923134,0,0,Driver Inattention/Distraction,4600792,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Night,False
2023-01-18 21:25:00,BROOKLYN,11211,40.715984,-73.95328,1,0,Backing Unsafely,4598731,Sedan,Moving Violation,Winter,Night,False
2023-01-19 05:00:00,BROOKLYN,11206,40.70128,-73.93952,0,0,Driver Inattention/Distraction,4598763,Sedan,Driver Inattention,Winter,Early Morning,False
2023-01-19 06:30:00,QUEENS,11101,40.7539,-73.93871,0,0,Driver Inattention/Distraction,4599433,Tractor Truck Diesel,Driver Inattention,Winter,Early Morning,True
2023-01-19 06:55:00,BROOKLYN,11207,40.66278,-73.88086,1,0,Driver Inexperience,4600002,Sedan,Driver Inattention,Winter,Early Morning,True
2023-01-19 08:01:00,QUEENS,11385,40.702995,-73.868004,1,0,Driver Inattention/Distraction,4598959,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Morning,True
2023-01-19 09:30:00,BROOKLYN,11206,40.70351,-73.94512,2,0,Failure to Yield Right-of-Way,4602980,Sedan,Moving Violation,Winter,Morning,False
2023-01-19 18:07:00,BROOKLYN,11234,40.63183,-73.92249,2,0,Failure to Yield Right-of-Way,4599266,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Evening,True
2023-01-19 18:10:00,QUEENS,11368,40.74869,-73.85772,2,0,Driver Inattention/Distraction,4606856,E-Bike,Driver Inattention,Winter,Evening,True
2023-01-20 04:00:00,QUEENS,11101,40.742443,-73.93023,1,0,Driver Inattention/Distraction,4599290,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Early Morning,False
2023-01-20 06:40:00,QUEENS,11101,40.743195,-73.93673,1,0,Failure to Yield Right-of-Way,4599474,Sedan,Moving Violation,Winter,Early Morning,True
2023-01-20 08:13:00,QUEENS,11101,40.752155,-73.928955,1,0,Failure to Yield Right-of-Way,4599439,Sedan,Moving Violation,Winter,Morning,True
2023-01-20 09:20:00,BROOKLYN,11207,40.671204,-73.90051,2,0,Traffic Control Disregarded,4599991,Sedan,Moving Violation,Winter,Morning,False
2023-01-20 13:44:00,BROOKLYN,11207,40.675495,-73.88916,1,0,Driver Inattention/Distraction,4599990,Sedan,Driver Inattention,Winter,Afternoon,False
2023-01-20 14:00:00,BROOKLYN,11206,40.697315,-73.932274,1,0,Passing or Lane Usage Improper,4599307,Motorscooter,Moving Violation,Winter,Afternoon,False
2023-01-20 15:35:00,BROOKLYN,11236,40.645756,-73.897446,0,0,Driver Inattention/Distraction,4599270,Sedan,Driver Inattention,Winter,Afternoon,False
2023-01-20 19:15:00,BROOKLYN,11236,40.635506,-73.913284,0,0,Following Too Closely,4599272,E-Bike,Moving Violation,Winter,Evening,False
2023-01-20 19:50:00,QUEENS,11373,40.731277,-73.871574,0,0,Driver Inattention/Distraction,4599458,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,False
2023-01-20 23:05:00,BROOKLYN,11206,40.706852,-73.948204,0,0,Driver Inattention/Distraction,4602699,Sedan,Driver Inattention,Winter,Night,False
2023-01-20 23:48:00,QUEENS,11385,40.70212,-73.90959,0,0,Traffic Control Disregarded,4600345,MOTOR SCOO,Moving Violation,Winter,Night,False
2023-01-21 00:45:00,BROOKLYN,11206,40.70753,-73.9489,0,0,Passing Too Closely,4600159,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Late Night,False
2023-01-21 01:00:00,QUEENS,11368,40.75623,-73.85769,0,0,Driver Inattention/Distraction,4600777,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Late Night,False
2023-01-21 02:26:00,QUEENS,11368,40.73929,-73.85288,1,0,Driver Inattention/Distraction,4599491,Sedan,Driver Inattention,Winter,Late Night,False
2023-01-21 10:30:00,BROOKLYN,11234,40.61891,-73.93784,0,0,Backing Unsafely,4601401,Sedan,Moving Violation,Winter,Morning,False
2023-01-21 12:30:00,QUEENS,11373,40.735542,-73.88046,0,0,Driver Inattention/Distraction,4599488,Sedan,Driver Inattention,Winter,Afternoon,False
2023-01-21 14:15:00,BROOKLYN,11206,40.70547,-73.95024,1,0,Driver Inattention/Distraction,4599832,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Afternoon,False
2023-01-21 15:20:00,BROOKLYN,11207,40.682163,-73.889015,3,0,Following Too Closely,4600008,Sedan,Moving Violation,Winter,Afternoon,False
2023-01-21 16:50:00,BROOKLYN,11206,40.70219,-73.928345,0,0,Turning Improperly,4601246,Sedan,Moving Violation,Winter,Evening,True
2023-01-21 17:18:00,QUEENS,11101,40.745068,-73.936356,0,0,Driver Inattention/Distraction,4599477,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,True
2023-01-21 19:30:00,BROOKLYN,11234,40.61697,-73.93321,1,0,Driver Inattention/Distraction,4600140,Sedan,Driver Inattention,Winter,Evening,False
2023-01-21 20:16:00,BROOKLYN,11236,40.64891,-73.89256,2,0,Unsafe Lane Changing,4599592,Taxi,Moving Violation,Winter,Night,False
2023-01-21 20:40:00,BROOKLYN,11211,40.710957,-73.951126,1,0,Failure to Yield Right-of-Way,4600070,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Night,False
2023-01-22 02:00:00,BROOKLYN,11201,40.69985,-73.991035,0,0,Driver Inexperience,4599566,Sedan,Driver Inattention,Winter,Late Night,False
2023-01-22 03:40:00,BROOKLYN,11236,40.643776,-73.913765,0,0,Unsafe Lane Changing,4599885,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Late Night,False
2023-01-22 08:30:00,QUEENS,11368,40.75254,-73.85261,0,0,Passing Too Closely,4599894,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Morning,True
2023-01-22 13:02:00,BROOKLYN,11234,40.62621,-73.927666,1,0,Driver Inattention/Distraction,4600141,Sedan,Driver Inattention,Winter,Afternoon,False
2023-01-22 14:21:00,BROOKLYN,11201,40.699738,-73.98212,0,0,Passing or Lane Usage Improper,4600818,Pick-up Truck,Moving Violation,Winter,Afternoon,False
2023-01-22 15:10:00,QUEENS,11101,40.748913,-73.9374,1,0,Driver Inattention/Distraction,4599582,Sedan,Driver Inattention,Winter,Afternoon,False
2023-01-22 16:42:00,BROOKLYN,11211,40.713398,-73.95641,0,0,Failure to Yield Right-of-Way,4600162,Sedan,Moving Violation,Winter,Evening,True
2023-01-22 19:43:00,QUEENS,11101,40.737537,-73.929955,0,0,Driver Inattention/Distraction,4599619,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Evening,False
2023-01-22 23:23:00,BROOKLYN,11201,40.69205,-73.982544,1,0,Driver Inattention/Distraction,4599626,Sedan,Driver Inattention,Winter,Night,False
2023-01-23 00:47:00,BROOKLYN,11207,40.675735,-73.89686,2,0,Traffic Control Disregarded,4600012,Sedan,Moving Violation,Winter,Late Night,False
2023-01-23 01:08:00,BROOKLYN,11234,40.614994,-73.903305,0,0,Driver Inattention/Distraction,4600134,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Late Night,False
2023-01-23 06:00:00,BROOKLYN,11201,40.690292,-73.98444,0,0,Driver Inattention/Distraction,4600032,Bus,Driver Inattention,Winter,Early Morning,True
2023-01-23 06:30:00,BROOKLYN,11211,40.713573,-73.960815,0,0,Driver Inattention/Distraction,4606140,Sedan,Driver Inattention,Winter,Early Morning,True
2023-01-23 06:47:00,BROOKLYN,11236,40.648598,-73.920364,0,0,Failure to Yield Right-of-Way,4600420,Station Wagon/Sport Utility Vehicle,Moving Violation,Winter,Early Morning,True
2023-01-23 08:25:00,QUEENS,11368,40.743202,-73.864265,0,0,Driver Inattention/Distraction,4600046,Station Wagon/Sport Utility Vehicle,Driver Inattention,Winter,Morning,True
2023-01-23 08:30:00,BROOKLYN,11211,40.713245,-73.942474,0,0,Driver Inattention/Distraction,4599810,Sedan,Driver Inattention,Winter,Morning,True
2023-01-23 09:59:00,QUEENS,11373,40.74141,-73.88461,1,0,Driver Inattention/Distraction,4600329,Moped,Driver Inattention,Winter,Morning,False
2023-01-23 10:50:00,QUEENS,11373,40.733498,-73.87038,0,0,Reaction to Uninvolved Vehicle,4600042,Sedan,Driver Inattention,Winter,Morning,False
